user,time_stamp,btag,cate,brand,order_id
387572,1492824940,buy,2410,218045,17618
387620,1492823803,buy,6408,78206,17619
387630,1492832202,buy,4282,247789,17620
387648,1492819645,buy,6243,73405,17621
387671,1492827920,buy,4280,53399,17622
387681,1492818222,buy,8111,184921,17623
387681,1492820645,buy,573,175586,17623
387681,1492820645,buy,573,175586,17623
387736,1492816906,buy,11189,397620,17624
387736,1492816906,buy,11192,279559,17624
387736,1492816906,buy,11192,359104,17624
387736,1492816906,buy,11194,25653,17624
387784,1492818159,buy,3787,103671,17625
387784,1492818744,buy,3787,75784,17625
387796,1492829450,buy,6252,439318,17626
387796,1492829450,buy,6252,349743,17626
387842,1492832216,buy,4262,370203,17627
387856,1492816141,buy,6814,283854,17628
387884,1492825081,buy,4437,204468,17629
387884,1492825357,buy,4755,241197,17629
387895,1492831348,buy,7746,134378,17630
387895,1492831348,buy,7746,134378,17630
387895,1492831348,buy,6706,134378,17630
387895,1492831348,buy,7746,134378,17630
387956,1492821907,buy,8113,449527,17631
387956,1492821907,buy,6426,247789,17631
387957,1492821676,buy,8782,82463,17632
387960,1492826663,buy,4282,23154,17633
387960,1492826853,buy,4280,290728,17633
387968,1492832880,buy,4520,240920,17634
387999,1492797877,buy,7653,221429,17635
388004,1492826663,buy,12422,370203,17636
388020,1492827452,buy,6423,240303,17637
388041,1492832537,buy,4516,376749,17638
388041,1492832537,buy,4516,376749,17638
388041,1492832781,buy,4516,376749,17638
388041,1492832781,buy,4516,376749,17638
388092,1492826491,buy,4517,303608,17639
388092,1492826566,buy,4517,303608,17639
388092,1492826566,buy,4517,303608,17639
388092,1492826616,buy,4517,303608,17639
388092,1492826836,buy,4517,303608,17639
388092,1492826984,buy,4517,303608,17639
388109,1492830239,buy,5921,57238,17640
388135,1492829510,buy,12549,327630,17641
388135,1492831051,buy,12549,327630,17641
388197,1492814529,buy,8105,421824,17642
388266,1492809899,buy,6093,429005,17643
388266,1492809899,buy,1657,429005,17643
388266,1492809899,buy,9400,429005,17643
388266,1492809899,buy,6097,429005,17643
388266,1492809899,buy,6098,429005,17643
388266,1492809899,buy,6097,429005,17643
388266,1492809899,buy,9400,429005,17643
388282,1492826033,buy,4267,180967,17644
388296,1492822553,buy,4262,370203,17645
388302,1492795634,buy,6252,233067,17646
388323,1492829314,buy,4505,73142,17647
388329,1492828441,buy,6157,29854,17648
388329,1492828441,buy,5517,11803,17648
388348,1492813177,buy,4521,102687,17649
388348,1492825398,buy,5162,308900,17649
388375,1492832401,buy,6341,27924,17650
388404,1492831121,buy,11700,18030,17651
388404,1492831901,buy,5945,319165,17651
388405,1492816185,buy,294,412480,17652
388406,1492831928,buy,7621,358874,17653
388407,1492796738,buy,6736,357382,17654
388407,1492822026,buy,4280,395773,17654
388421,1492826739,buy,4284,449860,17655
388461,1492826414,buy,4301,267701,17656
388520,1492830987,buy,10589,456551,17657
388520,1492831222,buy,10589,456551,17657
388520,1492831243,buy,10589,456551,17657
388524,1492829240,buy,10613,185940,17658
388548,1492823091,buy,5467,382797,17659
388576,1492821641,buy,6515,385666,17660
388580,1492830445,buy,4267,417576,17661
388594,1492833195,buy,6807,434960,17662
388598,1492812722,buy,4301,252916,17663
388598,1492812770,buy,4301,252916,17663
388598,1492813110,buy,4262,370203,17663
388598,1492813118,buy,4262,370203,17663
388598,1492814192,buy,12247,328046,17663
388615,1492793762,buy,5930,17130,17664
388650,1492831658,buy,4520,270147,17665
388659,1492830141,buy,6735,224985,17666
388754,1492813486,buy,4505,389719,17667
388779,1492825441,buy,4520,459716,17668
388779,1492825518,buy,4282,202448,17668
388809,1492832496,buy,731,228285,17669
388818,1492819145,buy,9495,308736,17670
388829,1492832044,buy,4262,370203,17671
388830,1492822744,buy,6023,265084,17672
388853,1492815752,buy,5539,354355,17673
388856,1492827450,buy,6952,348055,17674
388856,1492827450,buy,6174,348055,17674
388856,1492827450,buy,7146,348055,17674
388856,1492828689,buy,6952,348055,17674
388856,1492828689,buy,7146,348055,17674
388856,1492828689,buy,6174,348055,17674
388857,1492798212,buy,835,199016,17675
388857,1492798212,buy,6022,75603,17675
388857,1492798212,buy,918,188059,17675
388900,1492821190,buy,6427,299909,17676
388914,1492820560,buy,11196,232176,17677
388953,1492815908,buy,4263,388700,17678
388953,1492817597,buy,4263,388700,17678
388953,1492817616,buy,4263,388700,17678
388953,1492817691,buy,4263,388700,17678
388963,1492833093,buy,6142,13036,17679
388966,1492818218,buy,10758,26759,17680
388966,1492818306,buy,10758,26759,17680
388968,1492833035,buy,1478,130902,17681
388989,1492816588,buy,6806,375761,17682
389002,1492821060,buy,6152,56250,17683
389002,1492821154,buy,6152,56250,17683
389012,1492826836,buy,7885,328391,17684
389030,1492829544,buy,6300,74551,17685
389030,1492829544,buy,4281,74571,17685
389039,1492824608,buy,5877,321040,17686
389039,1492824608,buy,2143,321040,17686
389069,1492825820,buy,6250,160603,17687
389069,1492830847,buy,6244,57590,17687
389069,1492831325,buy,10986,455310,17687
389071,1492832484,buy,6654,151150,17688
389077,1492830362,buy,1665,234846,17689
389080,1492795610,buy,4505,43742,17690
389080,1492795610,buy,4505,43742,17690
389099,1492791302,buy,11090,430148,17691
389099,1492791302,buy,4640,236225,17691
389133,1492823927,buy,4753,247789,17692
389151,1492814289,buy,4262,370203,17693
389197,1492819012,buy,2200,100944,17694
389254,1492817440,buy,4282,127082,17695
389254,1492818008,buy,4282,127082,17695
389254,1492818551,buy,4282,127082,17695
389254,1492818600,buy,4282,127082,17695
389264,1492830312,buy,6806,230855,17696
389285,1492831197,buy,4263,388700,17697
389285,1492831315,buy,4263,388700,17697
389298,1492829845,buy,4520,398532,17698
389298,1492829845,buy,4282,398532,17698
389306,1492829976,buy,1101,327733,17699
389306,1492829992,buy,448,331997,17699
389306,1492830052,buy,4520,418085,17699
389306,1492830070,buy,4316,76705,17699
389306,1492830438,buy,6432,136135,17699
389306,1492832933,buy,4520,143597,17699
389306,1492832955,buy,4520,18595,17699
389306,1492833113,buy,5944,451868,17699
389319,1492826250,buy,4384,247789,17700
389320,1492792564,buy,4505,59007,17701
389320,1492794241,buy,6142,174711,17701
389336,1492796980,buy,6817,138876,17702
389336,1492796980,buy,6023,180598,17702
389336,1492796980,buy,5950,138876,17702
389355,1492830285,buy,11216,420982,17703
389380,1492820567,buy,4262,370203,17704
389386,1492791053,buy,6172,387826,17705
389399,1492830848,buy,5945,98931,17706
389399,1492830848,buy,5467,336520,17706
389399,1492831064,buy,5467,336520,17706
389401,1492797697,buy,11915,204775,17707
389447,1492820904,buy,6749,222087,17708
389447,1492820904,buy,4270,222087,17708
389447,1492820904,buy,9113,222087,17708
389447,1492820904,buy,4512,222087,17708
389447,1492820904,buy,4317,222087,17708
389454,1492821927,buy,6900,457962,17709
389482,1492816488,buy,5239,186986,17710
389482,1492816488,buy,5239,186986,17710
389489,1492818901,buy,6952,404585,17711
389489,1492818901,buy,6183,325106,17711
389489,1492818901,buy,6183,376507,17711
389489,1492818901,buy,6183,270571,17711
389489,1492818901,buy,6183,226835,17711
389489,1492819058,buy,6952,192593,17711
389489,1492819058,buy,6952,192593,17711
389489,1492819058,buy,6952,192593,17711
389491,1492826550,buy,10751,376787,17712
389494,1492828883,buy,7497,36241,17713
389509,1492825074,buy,5851,78404,17714
389511,1492829230,buy,771,387988,17715
389528,1492827768,buy,6300,238237,17716
389573,1492832684,buy,6405,131242,17717
389589,1492823339,buy,10771,101104,17718
389594,1492830859,buy,6261,57206,17719
389594,1492830859,buy,1665,57206,17719
389594,1492830859,buy,6261,57206,17719
389618,1492833121,buy,4262,370203,17720
389627,1492794028,buy,6578,371651,17721
389636,1492815481,buy,8179,195027,17722
389638,1492828538,buy,1102,39107,17723
389663,1492821925,buy,7383,302790,17724
389673,1492822398,buy,6252,250608,17725
389673,1492822398,buy,6252,244172,17725
389673,1492822398,buy,6252,400083,17725
389673,1492822398,buy,6252,250608,17725
389673,1492822398,buy,6252,250608,17725
389673,1492822398,buy,6252,304557,17725
389673,1492822398,buy,6252,400083,17725
389675,1492792067,buy,10456,146115,17726
389675,1492792067,buy,10456,146115,17726
389675,1492792067,buy,10458,146115,17726
389675,1492792067,buy,10456,146115,17726
389680,1492821948,buy,4262,370203,17727
389680,1492821971,buy,4262,370203,17727
389684,1492824839,buy,7743,301792,17728
389684,1492824839,buy,7743,301792,17728
389758,1492828094,buy,3787,96869,17729
389778,1492794489,buy,11324,40290,17730
389792,1492823760,buy,5515,146115,17731
389792,1492823760,buy,5515,177169,17731
389801,1492817436,buy,8169,335352,17732
389801,1492817503,buy,8169,335352,17732
389803,1492817893,buy,4282,164500,17733
389815,1492829016,buy,5467,402820,17734
389816,1492817354,buy,8998,349349,17735
389816,1492832091,buy,6057,16586,17735
389825,1492830592,buy,4263,388700,17736
389841,1492831193,buy,6935,271538,17737
389861,1492826373,buy,9197,192229,17738
389861,1492827385,buy,6617,372241,17738
389896,1492822457,buy,4267,53152,17739
389936,1492793074,buy,6997,271821,17740
389965,1492798468,buy,6060,57203,17741
389985,1492826213,buy,6105,119143,17742
390020,1492826677,buy,6341,132353,17743
390036,1492796853,buy,4505,89745,17744
390036,1492796853,buy,4505,342760,17744
390075,1492829165,buy,562,254132,17745
390103,1492829361,buy,10748,53869,17746
390103,1492829645,buy,10748,53869,17746
390109,1492826131,buy,5815,304410,17747
390127,1492823804,buy,2616,423808,17748
390172,1492791818,buy,12422,425589,17749
390182,1492812828,buy,8102,343386,17750
390182,1492812975,buy,8102,343386,17750
390182,1492813226,buy,6469,433698,17750
390182,1492813312,buy,6469,433698,17750
390207,1492801335,buy,9784,302303,17751
390222,1492814549,buy,4262,370203,17752
390248,1492818252,buy,4520,78470,17753
390248,1492818252,buy,4282,78470,17753
390248,1492818252,buy,4520,78470,17753
390248,1492818332,buy,4520,78470,17753
390248,1492818332,buy,4282,78470,17753
390248,1492818332,buy,4520,78470,17753
390273,1492821540,buy,12422,370203,17754
390283,1492828139,buy,4642,25103,17755
390287,1492824652,buy,5854,12186,17756
390290,1492797613,buy,1838,425918,17757
390290,1492799149,buy,1838,107106,17757
390290,1492799289,buy,1686,65638,17757
390295,1492826409,buy,5467,27436,17758
390333,1492827584,buy,1151,318546,17759
390334,1492827245,buy,7270,189055,17760
390340,1492828817,buy,4276,19716,17761
390397,1492824652,buy,12207,96596,17762
390397,1492824857,buy,12207,96596,17762
390397,1492825023,buy,9347,185640,17762
390408,1492815514,buy,8073,39211,17763
390408,1492815824,buy,8073,39211,17763
390408,1492816046,buy,8073,39211,17763
390456,1492831215,buy,6406,40091,17764
390466,1492819638,buy,4288,318890,17765
390513,1492818895,buy,1616,247789,17766
390532,1492791088,buy,6621,221951,17767
390532,1492791088,buy,6621,448734,17767
390532,1492791088,buy,6621,254471,17767
390542,1492831147,buy,6261,447379,17768
390557,1492815557,buy,6617,96924,17769
390571,1492824126,buy,7448,173546,17770
390571,1492824126,buy,7448,173546,17770
390582,1492831460,buy,6967,12869,17771
390582,1492831460,buy,6967,12869,17771
390592,1492790786,buy,6427,247789,17772
390618,1492826526,buy,5858,88078,17773
390644,1492795476,buy,6025,310230,17774
390644,1492796527,buy,6025,75603,17774
390653,1492826064,buy,6793,433600,17775
390653,1492826111,buy,6793,433600,17775
390653,1492827870,buy,5865,195947,17775
390657,1492802499,buy,7965,210298,17776
390657,1492802499,buy,7965,210298,17776
390657,1492802499,buy,4589,301847,17776
390657,1492802499,buy,6105,103265,17776
390664,1492832558,buy,4816,224429,17777
390688,1492815581,buy,6427,417258,17778
390702,1492793566,buy,1017,454726,17779
390738,1492829927,buy,6192,314440,17780
390738,1492830003,buy,4608,52144,17780
390777,1492791883,buy,11406,367109,17781
390777,1492791883,buy,11406,367109,17781
390777,1492791883,buy,11309,33578,17781
390777,1492791883,buy,5168,367109,17781
390777,1492792613,buy,6716,237579,17781
390777,1492792613,buy,6716,237579,17781
390777,1492792613,buy,5168,138191,17781
390777,1492792613,buy,6711,237579,17781
390777,1492792613,buy,6711,237579,17781
390777,1492792613,buy,4308,181647,17781
390777,1492792613,buy,6683,237579,17781
390777,1492792613,buy,6711,237579,17781
390777,1492792613,buy,4308,181647,17781
390777,1492792613,buy,6711,237579,17781
390777,1492793190,buy,5467,224985,17781
390777,1492793190,buy,5945,224985,17781
390777,1492793452,buy,11406,367109,17781
390777,1492793452,buy,11406,367109,17781
390777,1492793452,buy,11406,367109,17781
390777,1492793452,buy,11406,367109,17781
390777,1492793600,buy,5539,238403,17781
390777,1492793600,buy,5539,238403,17781
390777,1492823098,buy,1079,57456,17781
390777,1492823826,buy,6261,197848,17781
390795,1492791029,buy,5868,437802,17782
390798,1492830017,buy,6427,134431,17783
390834,1492824566,buy,6160,224284,17784
390840,1492824078,buy,5539,381865,17785
390866,1492820044,buy,6177,275944,17786
390866,1492820044,buy,856,275944,17786
390867,1492812576,buy,8998,205025,17787
390889,1492820820,buy,6183,78538,17788
390902,1492830088,buy,6281,127082,17789
390918,1492831055,buy,6512,226917,17790
390931,1492829045,buy,5467,336520,17791
390931,1492829104,buy,5467,336520,17791
390941,1492796868,buy,12370,419283,17792
390945,1492791987,buy,5467,300015,17793
390950,1492828803,buy,6518,221099,17794
390973,1492828385,buy,9447,254193,17795
390984,1492830454,buy,5493,209839,17796
390992,1492822496,buy,4262,370203,17797
391001,1492823965,buy,4520,247789,17798
391001,1492824063,buy,4520,166244,17798
391019,1492790696,buy,12247,417898,17799
391045,1492820634,buy,7772,389484,17800
391061,1492791909,buy,5751,305096,17801
391061,1492791960,buy,5751,305096,17801
391108,1492793782,buy,1101,49604,17802
391114,1492815468,buy,9336,36453,17803
391126,1492794399,buy,4608,442644,17804
391126,1492824481,buy,6857,88078,17804
391130,1492827249,buy,12422,370203,17805
391156,1492820626,buy,9468,271821,17806
391156,1492820693,buy,9468,271821,17806
391171,1492832586,buy,4283,271640,17807
391278,1492826915,buy,4505,57342,17808
391299,1492829983,buy,12422,370203,17809
391299,1492830001,buy,12422,370203,17809
391301,1492826479,buy,3787,327795,17810
391338,1492827331,buy,11883,192722,17811
391338,1492829065,buy,6580,283057,17811
391338,1492829329,buy,6918,93165,17811
391415,1492829562,buy,11939,102511,17812
391426,1492791889,buy,5172,282953,17813
391428,1492796435,buy,5945,116349,17814
391428,1492796553,buy,5945,116349,17814
391455,1492797766,buy,10650,400399,17815
391497,1492818309,buy,6027,226592,17816
391497,1492818433,buy,1535,38271,17816
391499,1492822982,buy,5944,374279,17817
391499,1492823140,buy,5950,283612,17817
391502,1492826793,buy,4387,236225,17818
391505,1492825921,buy,5467,453577,17819
391513,1492832150,buy,7268,422791,17820
391544,1492818354,buy,6183,95766,17821
391558,1492819264,buy,6793,182039,17822
391592,1492824538,buy,11156,113636,17823
391592,1492826231,buy,11156,113636,17823
391592,1492826831,buy,11156,113636,17823
391592,1492826886,buy,11156,113636,17823
391592,1492829965,buy,11156,113636,17823
391598,1492827269,buy,5868,283186,17824
391598,1492827350,buy,11686,384228,17824
391627,1492821532,buy,12422,370203,17825
391630,1492832357,buy,8208,322474,17826
391633,1492808907,buy,6606,101331,17827
391682,1492819354,buy,6736,304557,17828
391686,1492821815,buy,7023,225759,17829
391747,1492824427,buy,26,123897,17830
391784,1492826804,buy,6731,279764,17831
391785,1492819196,buy,7214,396404,17832
391785,1492819196,buy,7214,396404,17832
391785,1492819196,buy,7214,396404,17832
391803,1492821225,buy,6104,301299,17833
391826,1492825975,buy,6952,373325,17834
391826,1492825975,buy,6952,373325,17834
391831,1492828222,buy,5203,21350,17835
391832,1492821331,buy,4642,222689,17836
391880,1492813410,buy,4283,235358,17837
391920,1492830995,buy,3497,359705,17838
391920,1492830995,buy,3514,194748,17838
391920,1492830995,buy,3512,387520,17838
391924,1492832582,buy,4726,101487,17839
391943,1492828976,buy,6100,289708,17840
391943,1492829941,buy,6100,265825,17840
391944,1492829429,buy,11889,14630,17841
391952,1492826179,buy,11218,386479,17842
391974,1492791405,buy,6426,153981,17843
391977,1492832056,buy,6519,233067,17844
391996,1492793061,buy,6421,169013,17845
392002,1492832358,buy,192,358538,17846
392010,1492826916,buy,7339,252972,17847
392010,1492826916,buy,7339,426288,17847
392025,1492823512,buy,731,201414,17848
392057,1492831916,buy,4262,370203,17849
392071,1492823399,buy,10592,72655,17850
392071,1492823399,buy,2484,438223,17850
392094,1492819408,buy,5945,44398,17851
392116,1492825098,buy,11156,189183,17852
392207,1492833119,buy,4705,351504,17853
392255,1492812597,buy,6617,359985,17854
392255,1492813538,buy,6022,425589,17854
392326,1492821015,buy,9445,8269,17855
392344,1492818182,buy,748,217645,17856
392344,1492818438,buy,7184,204052,17856
392385,1492830314,buy,6735,447200,17857
392396,1492822540,buy,2401,246430,17858
392396,1492822782,buy,4636,7333,17858
392405,1492820956,buy,5815,304410,17859
392445,1492826676,buy,9784,18683,17860
392463,1492806935,buy,8998,224985,17861
392470,1492818517,buy,4384,218522,17862
392476,1492816026,buy,1226,32496,17863
392476,1492816026,buy,6406,32496,17863
392476,1492816026,buy,699,32496,17863
392476,1492816026,buy,6407,32496,17863
392615,1492817958,buy,1928,200935,17864
392615,1492818605,buy,10856,177932,17864
392615,1492818605,buy,10856,59611,17864
392619,1492826538,buy,6932,347332,17865
392619,1492832203,buy,6932,347332,17865
392627,1492819787,buy,6098,116113,17866
392637,1492819424,buy,6512,124,17867
392679,1492825658,buy,6952,250359,17868
392693,1492803699,buy,1157,239649,17869
392694,1492829461,buy,8073,270268,17870
392697,1492815469,buy,6154,127082,17871
392716,1492815815,buy,5944,193905,17872
392722,1492828835,buy,6408,132933,17873
392722,1492829840,buy,11740,60392,17873
392722,1492829840,buy,11740,60392,17873
392722,1492829840,buy,11740,60392,17873
392722,1492829840,buy,11740,60392,17873
392743,1492794899,buy,4521,106282,17874
392743,1492794899,buy,4520,106282,17874
392743,1492794899,buy,6423,106282,17874
392744,1492816886,buy,4571,240173,17875
392744,1492817229,buy,4571,240173,17875
392749,1492822430,buy,3023,141471,17876
392779,1492793598,buy,9553,335814,17877
392824,1492831444,buy,5508,390696,17878
392931,1492831475,buy,2241,12020,17879
392959,1492826450,buy,6736,264957,17880
393000,1492813577,buy,6424,329522,17881
393029,1492790605,buy,11681,303910,17882
393029,1492790605,buy,11681,303910,17882
393029,1492790605,buy,12252,303910,17882
393029,1492790605,buy,12436,303910,17882
393029,1492790605,buy,11680,303910,17882
393029,1492790605,buy,11681,303910,17882
393044,1492821773,buy,7214,240601,17883
393045,1492818393,buy,5467,185,17884
393049,1492828165,buy,7146,373449,17885
393049,1492828165,buy,6185,404801,17885
393057,1492824686,buy,7816,359793,17886
393064,1492829550,buy,6438,308016,17887
393064,1492829550,buy,6438,308016,17887
393064,1492831467,buy,4612,237968,17887
393112,1492815332,buy,8179,284706,17888
393119,1492819159,buy,6172,285098,17889
393127,1492821182,buy,4262,370203,17890
393127,1492823622,buy,4263,437724,17890
393127,1492823630,buy,4263,388700,17890
393127,1492823646,buy,4263,388700,17890
393134,1492829494,buy,6407,401881,17891
393151,1492821442,buy,8179,184691,17892
393155,1492791046,buy,11156,74120,17893
393155,1492792016,buy,6111,453748,17893
393155,1492792016,buy,5871,453748,17893
393155,1492792016,buy,6180,327631,17893
393169,1492825373,buy,472,206493,17894
393169,1492825373,buy,472,206493,17894
393169,1492825373,buy,472,206493,17894
393169,1492825373,buy,4312,184921,17894
393169,1492825373,buy,4267,168008,17894
393172,1492826920,buy,4726,390197,17895
393257,1492791111,buy,6421,392537,17896
393284,1492804213,buy,4262,370203,17897
393287,1492825726,buy,6058,263806,17898
393294,1492833220,buy,6872,62594,17899
393322,1492828189,buy,4874,187924,17900
393325,1492793550,buy,6806,98931,17901
393326,1492821918,buy,6245,26146,17902
393326,1492822052,buy,11732,358796,17902
393326,1492822052,buy,6243,26146,17902
393350,1492828597,buy,7276,344822,17903
393356,1492829520,buy,6255,78649,17904
393356,1492829520,buy,6255,78649,17904
393356,1492829520,buy,10058,78649,17904
393356,1492829520,buy,6255,78649,17904
393395,1492824250,buy,4505,27861,17905
393395,1492824467,buy,4505,13036,17905
393395,1492824467,buy,4505,13036,17905
393396,1492823582,buy,12249,409396,17906
393400,1492821239,buy,562,433689,17907
393415,1492827318,buy,4855,104343,17908
393415,1492827318,buy,6267,458996,17908
393441,1492813173,buy,4609,202202,17909
393476,1492829122,buy,4267,35573,17910
393476,1492829122,buy,1673,237004,17910
393564,1492820392,buy,4263,388700,17911
393572,1492823494,buy,4267,2146,17912
393572,1492823494,buy,4267,2146,17912
393575,1492825761,buy,4282,355142,17913
393575,1492826570,buy,4282,355142,17913
393605,1492827676,buy,6172,284254,17914
393618,1492830701,buy,5467,342858,17915
393641,1492829205,buy,4263,388700,17916
393674,1492819686,buy,6408,72423,17917
393674,1492819686,buy,6407,111867,17917
393674,1492819686,buy,6406,72423,17917
393674,1492819686,buy,1101,101071,17917
393674,1492821319,buy,6407,111867,17917
393674,1492821319,buy,6412,55362,17917
393686,1492815896,buy,6468,386105,17918
393707,1492828359,buy,4267,168008,17919
393707,1492833248,buy,4526,85492,17919
393756,1492828941,buy,9347,291296,17920
393756,1492830827,buy,6421,49915,17920
393757,1492814211,buy,5946,402361,17921
393757,1492814211,buy,5944,402361,17921
393757,1492814575,buy,5945,224985,17921
393810,1492825953,buy,4262,370203,17922
393850,1492826178,buy,4817,159642,17923
393850,1492826178,buy,10649,73736,17923
393850,1492826178,buy,10915,274503,17923
393850,1492826178,buy,10915,274503,17923
393850,1492826178,buy,10915,274503,17923
393850,1492826178,buy,4585,293088,17923
393850,1492826178,buy,4631,73736,17923
393850,1492826178,buy,4631,73736,17923
393850,1492826178,buy,5788,293088,17923
393881,1492799939,buy,11690,352548,17924
393884,1492831424,buy,7027,224891,17925
393899,1492815956,buy,6508,270528,17926
393926,1492813188,buy,7266,53354,17927
393928,1492790748,buy,4377,139797,17928
393928,1492791146,buy,4301,343639,17928
393935,1492812468,buy,3570,390518,17929
393941,1492819943,buy,8477,439682,17930
393944,1492798449,buy,1313,446739,17931
393949,1492813999,buy,6956,31735,17932
393953,1492817114,buy,4262,370203,17933
393967,1492824565,buy,6159,356875,17934
393990,1492828919,buy,6106,90614,17935
393994,1492822657,buy,4262,370203,17936
394016,1492828765,buy,4262,370203,17937
394016,1492828785,buy,4262,370203,17937
394016,1492828792,buy,4262,370203,17937
394073,1492826418,buy,9443,95036,17938
394076,1492827702,buy,6977,105146,17939
394084,1492826386,buy,6700,448734,17940
394088,1492809584,buy,8998,398028,17941
394088,1492814212,buy,6261,396367,17941
394098,1492817393,buy,5490,126459,17942
394104,1492830774,buy,4384,407006,17943
394104,1492831300,buy,6142,233079,17943
394104,1492832092,buy,7209,342760,17943
394104,1492832628,buy,6142,233079,17943
394130,1492825969,buy,447,338874,17944
394136,1492831403,buy,4520,2411,17945
394165,1492827743,buy,5751,169443,17946
394172,1492826323,buy,12364,275827,17947
394172,1492826364,buy,12364,275827,17947
394172,1492831937,buy,6421,218278,17947
394182,1492831155,buy,1463,441717,17948
394209,1492814720,buy,5944,29693,17949
394209,1492814720,buy,5944,29693,17949
394236,1492828554,buy,4520,224985,17950
394263,1492822509,buy,4847,206560,17951
394263,1492829433,buy,5467,224985,17951
394285,1492822548,buy,12685,311242,17952
394291,1492832997,buy,6105,93068,17953
394291,1492832997,buy,6105,93068,17953
394291,1492832997,buy,6105,93068,17953
394327,1492831586,buy,7214,303785,17954
394329,1492815213,buy,5945,323422,17955
394358,1492821234,buy,7027,108410,17956
394376,1492832508,buy,1928,200935,17957
394378,1492832740,buy,6261,240323,17958
394378,1492832740,buy,6261,276237,17958
394382,1492824291,buy,9229,3028,17959
394382,1492824489,buy,8061,313218,17959
394384,1492821474,buy,12422,370203,17960
394403,1492829619,buy,4520,407803,17961
394421,1492822298,buy,6261,15777,17962
394421,1492822298,buy,6261,15777,17962
394421,1492822298,buy,6261,15777,17962
394421,1492822508,buy,6261,40418,17962
394421,1492828225,buy,5748,188718,17962
394454,1492825216,buy,6252,233067,17963
394454,1492825485,buy,5467,89832,17963
394454,1492832448,buy,317,223750,17963
394460,1492829905,buy,4267,168008,17964
394460,1492829905,buy,4267,168008,17964
394460,1492830500,buy,4520,85349,17964
394460,1492830500,buy,5539,85349,17964
394462,1492794114,buy,6286,166671,17965
394480,1492823261,buy,4263,388700,17966
394492,1492831216,buy,4262,370203,17967
394511,1492792981,buy,6682,190365,17968
394511,1492792981,buy,2146,190365,17968
394529,1492791199,buy,2155,21757,17969
394529,1492791199,buy,11186,11299,17969
394529,1492791199,buy,6595,372532,17969
394529,1492791199,buy,2117,21757,17969
394529,1492791199,buy,5752,71946,17969
394529,1492791199,buy,6594,13136,17969
394529,1492791199,buy,2470,222170,17969
394529,1492791199,buy,2203,14328,17969
394529,1492791333,buy,6595,372532,17969
394529,1492822460,buy,4262,370203,17969
394592,1492794236,buy,6172,46856,17970
394602,1492826411,buy,6915,408207,17971
394602,1492828759,buy,12422,388700,17971
394602,1492832829,buy,6160,277571,17971
394602,1492832879,buy,6160,292539,17971
394646,1492817491,buy,2210,304756,17972
394646,1492817491,buy,6180,77625,17972
394646,1492820806,buy,2210,357442,17972
394679,1492829671,buy,5945,98520,17973
394700,1492820420,buy,6423,259853,17974
394711,1492820561,buy,4263,388700,17975
394720,1492823032,buy,6339,263929,17976
394723,1492822451,buy,5945,121151,17977
394723,1492822990,buy,5945,238164,17977
394723,1492822990,buy,5945,238164,17977
394723,1492822990,buy,5945,238164,17977
394723,1492822990,buy,5945,238164,17977
394743,1492798186,buy,1692,340345,17978
394763,1492818464,buy,6412,155887,17979
394782,1492825926,buy,6261,285345,17980
394797,1492824842,buy,1073,20152,17981
394797,1492824842,buy,6409,155887,17981
394864,1492832108,buy,3421,250535,17982
394881,1492826628,buy,6793,343585,17983
394895,1492830871,buy,4263,388700,17984
394928,1492823142,buy,1398,270842,17985
394928,1492823142,buy,11888,270842,17985
394950,1492831180,buy,4312,243119,17986
394977,1492810087,buy,4263,388700,17987
394978,1492821903,buy,6412,132933,17988
394978,1492821903,buy,6412,132933,17988
394992,1492791409,buy,4284,39229,17989
394992,1492791409,buy,4520,39229,17989
394997,1492824945,buy,11570,252216,17990
395009,1492793033,buy,4609,304332,17991
395010,1492793734,buy,6405,383130,17992
395024,1492818709,buy,6839,124290,17993
395024,1492818709,buy,6852,124290,17993
395024,1492818709,buy,6840,124290,17993
395024,1492818709,buy,6180,124290,17993
395024,1492818709,buy,6847,124290,17993
395035,1492828896,buy,5876,85219,17994
395037,1492816657,buy,9384,109362,17995
395047,1492824011,buy,4262,370203,17996
395094,1492826683,buy,7339,240323,17997
395115,1492830902,buy,5828,353787,17998
395121,1492832242,buy,6432,136135,17999
395121,1492832242,buy,6432,136135,17999
395155,1492813087,buy,11701,221296,18000
395156,1492827703,buy,5250,90282,18001
395161,1492824868,buy,11123,373601,18002
395170,1492815460,buy,6839,124290,18003
395170,1492815460,buy,6838,124290,18003
395170,1492815460,buy,6851,124290,18003
395170,1492816702,buy,6838,124290,18003
395170,1492816702,buy,6847,124290,18003
395170,1492816702,buy,6839,124290,18003
395170,1492816702,buy,6843,124290,18003
395170,1492817566,buy,6847,124290,18003
395170,1492817566,buy,6839,124290,18003
395170,1492817566,buy,6838,124290,18003
395170,1492817566,buy,6850,124290,18003
395170,1492817566,buy,6843,124290,18003
395199,1492832256,buy,6185,185815,18004
395225,1492794885,buy,4505,98931,18005
395246,1492820939,buy,4384,448631,18006
395264,1492816115,buy,6434,33193,18007
395264,1492816169,buy,5467,401428,18007
395264,1492816169,buy,5467,401428,18007
395264,1492816169,buy,5467,401428,18007
395264,1492816169,buy,5467,401428,18007
395264,1492816169,buy,5467,401428,18007
395265,1492822797,buy,7340,95618,18008
395310,1492832492,buy,6440,18518,18009
